Root Cause (Gejala),Impact (Akibat),Tipe Masalah,Confidence (%),Lift Ratio,Support (%),Level Prioritas
exchange,"state, LINK_FAILURE, ospf-1",LINK_FAILURE,0.4,5.094039735099337,0.0249609984399376,INFO (Monitor)
"ospf, exchange","state, LINK_FAILURE",LINK_FAILURE,0.4,5.094039735099337,0.0249609984399376,INFO (Monitor)
exchange,"ospf, LINK_FAILURE, state",LINK_FAILURE,0.4,5.094039735099337,0.0249609984399376,INFO (Monitor)
"exchange, router-id","state, LINK_FAILURE",LINK_FAILURE,0.4,5.094039735099337,0.0249609984399376,INFO (Monitor)
exchange,"state, LINK_FAILURE, router-id",LINK_FAILURE,0.4,5.094039735099337,0.0249609984399376,INFO (Monitor)
"exchange, version","state, LINK_FAILURE",LINK_FAILURE,0.4,5.094039735099337,0.0249609984399376,INFO (Monitor)
exchange,"state, LINK_FAILURE, version",LINK_FAILURE,0.4,5.094039735099337,0.0249609984399376,INFO (Monitor)
exchange,"state, LINK_FAILURE",LINK_FAILURE,0.4,5.094039735099337,0.0249609984399376,INFO (Monitor)
twoway,"state, LINK_FAILURE, router-id",LINK_FAILURE,0.4,5.094039735099337,0.0124804992199688,INFO (Monitor)
"interface, exchange","state, LINK_FAILURE",LINK_FAILURE,0.4,5.094039735099337,0.0249609984399376,INFO (Monitor)
exchange,"state, LINK_FAILURE, interface",LINK_FAILURE,0.4,5.094039735099337,0.0249609984399376,INFO (Monitor)
"exchange, neighbor","state, LINK_FAILURE",LINK_FAILURE,0.4,5.094039735099337,0.0249609984399376,INFO (Monitor)
"exchange, change","state, LINK_FAILURE",LINK_FAILURE,0.4,5.094039735099337,0.0124804992199688,INFO (Monitor)
twoway,"state, LINK_FAILURE",LINK_FAILURE,0.4,5.094039735099337,0.0124804992199688,INFO (Monitor)
"interface, twoway","state, LINK_FAILURE",LINK_FAILURE,0.4,5.094039735099337,0.0124804992199688,INFO (Monitor)
twoway,"state, interface, LINK_FAILURE",LINK_FAILURE,0.4,5.094039735099337,0.0124804992199688,INFO (Monitor)
"route, twoway","state, LINK_FAILURE",LINK_FAILURE,0.4,5.094039735099337,0.0124804992199688,INFO (Monitor)
twoway,"route, LINK_FAILURE, state",LINK_FAILURE,0.4,5.094039735099337,0.0124804992199688,INFO (Monitor)
"twoway, version","state, LINK_FAILURE",LINK_FAILURE,0.4,5.094039735099337,0.0124804992199688,INFO (Monitor)
twoway,"state, LINK_FAILURE, version",LINK_FAILURE,0.4,5.094039735099337,0.0124804992199688,INFO (Monitor)
"twoway, router-id","state, LINK_FAILURE",LINK_FAILURE,0.4,5.094039735099337,0.0124804992199688,INFO (Monitor)
"state, ether2","LINK_FAILURE, neighbor",LINK_FAILURE,0.3689320388349514,5.031605040280934,0.0395215808632345,INFO (Monitor)
"interface, down","state, LINK_FAILURE",LINK_FAILURE,0.392156862745098,4.994156603038566,0.0104004160166406,INFO (Monitor)
"state, r2-dist","LINK_FAILURE, neighbor",LINK_FAILURE,0.3602941176470588,4.913798498122653,0.0254810192407696,INFO (Monitor)
"ether2, neighbor","state, LINK_FAILURE",LINK_FAILURE,0.3857868020304568,4.913033247050122,0.0395215808632345,INFO (Monitor)
"ether2, r2-dist","LINK_FAILURE, neighbor",LINK_FAILURE,0.358974358974359,4.895799236224769,0.0218408736349454,INFO (Monitor)
"change, neighbor","state, BROADCAST_STORM",BROADCAST_STORM,0.2011173184357542,4.895551941163992,0.0187207488299532,INFO (Monitor)
"change, r2-dist","state, LINK_FAILURE",LINK_FAILURE,0.3826086956521739,4.872559746616758,0.0228809152366094,INFO (Monitor)
"exchange, neighbor","state, BROADCAST_STORM",BROADCAST_STORM,0.2,4.868354430379748,0.0124804992199688,INFO (Monitor)
exchange,"state, area-0, BROADCAST_STORM",BROADCAST_STORM,0.2,4.868354430379748,0.0124804992199688,INFO (Monitor)
"area-0, exchange","state, BROADCAST_STORM",BROADCAST_STORM,0.2,4.868354430379748,0.0124804992199688,INFO (Monitor)
exchange,"state, BROADCAST_STORM, broadcast",BROADCAST_STORM,0.2,4.868354430379748,0.0124804992199688,INFO (Monitor)
"exchange, broadcast","state, BROADCAST_STORM",BROADCAST_STORM,0.2,4.868354430379748,0.0124804992199688,INFO (Monitor)
exchange,"state, BROADCAST_STORM, ospf-1",BROADCAST_STORM,0.2,4.868354430379748,0.0124804992199688,INFO (Monitor)
"exchange, ospf-1","state, BROADCAST_STORM",BROADCAST_STORM,0.2,4.868354430379748,0.0124804992199688,INFO (Monitor)
exchange,"ospf, BROADCAST_STORM, state",BROADCAST_STORM,0.2,4.868354430379748,0.0124804992199688,INFO (Monitor)
"ospf, exchange","state, BROADCAST_STORM",BROADCAST_STORM,0.2,4.868354430379748,0.0124804992199688,INFO (Monitor)
exchange,"state, BROADCAST_STORM, router-id",BROADCAST_STORM,0.2,4.868354430379748,0.0124804992199688,INFO (Monitor)
"exchange, router-id","state, BROADCAST_STORM",BROADCAST_STORM,0.2,4.868354430379748,0.0124804992199688,INFO (Monitor)
exchange,"state, BROADCAST_STORM, version",BROADCAST_STORM,0.2,4.868354430379748,0.0124804992199688,INFO (Monitor)
"exchange, version","state, BROADCAST_STORM",BROADCAST_STORM,0.2,4.868354430379748,0.0124804992199688,INFO (Monitor)
exchange,"route, BROADCAST_STORM, state",BROADCAST_STORM,0.2,4.868354430379748,0.0124804992199688,INFO (Monitor)
"route, exchange","state, BROADCAST_STORM",BROADCAST_STORM,0.2,4.868354430379748,0.0124804992199688,INFO (Monitor)
exchange,"state, BROADCAST_STORM, interface",BROADCAST_STORM,0.2,4.868354430379748,0.0124804992199688,INFO (Monitor)
"interface, exchange","state, BROADCAST_STORM",BROADCAST_STORM,0.2,4.868354430379748,0.0124804992199688,INFO (Monitor)
exchange,"state, BROADCAST_STORM",BROADCAST_STORM,0.2,4.868354430379748,0.0124804992199688,INFO (Monitor)
"state, ether2","LINK_FAILURE, change",LINK_FAILURE,0.3300970873786408,4.845623656710887,0.0353614144565782,INFO (Monitor)
exstart,"state, LINK_FAILURE, change",LINK_FAILURE,0.2765957446808511,4.835396518375242,0.0135205408216328,INFO (Monitor)
down,"ospf, LINK_FAILURE, state",LINK_FAILURE,0.3773584905660377,4.805697863301262,0.0104004160166406,INFO (Monitor)
down,"state, area-0, LINK_FAILURE",LINK_FAILURE,0.3773584905660377,4.805697863301262,0.0104004160166406,INFO (Monitor)
down,"state, LINK_FAILURE, broadcast",LINK_FAILURE,0.3773584905660377,4.805697863301262,0.0104004160166406,INFO (Monitor)
down,"state, LINK_FAILURE, ospf-1",LINK_FAILURE,0.3773584905660377,4.805697863301262,0.0104004160166406,INFO (Monitor)
down,"state, LINK_FAILURE",LINK_FAILURE,0.3773584905660377,4.805697863301262,0.0104004160166406,INFO (Monitor)
down,"state, LINK_FAILURE, router-id",LINK_FAILURE,0.3773584905660377,4.805697863301262,0.0104004160166406,INFO (Monitor)
down,"state, LINK_FAILURE, interface",LINK_FAILURE,0.3773584905660377,4.805697863301262,0.0104004160166406,INFO (Monitor)
down,"state, LINK_FAILURE, version",LINK_FAILURE,0.3773584905660377,4.805697863301262,0.0104004160166406,INFO (Monitor)
down,"state, LINK_FAILURE, route",LINK_FAILURE,0.3773584905660377,4.805697863301262,0.0104004160166406,INFO (Monitor)
"r2-dist, neighbor","state, LINK_FAILURE",LINK_FAILURE,0.3769230769230769,4.800152827305145,0.0254810192407696,INFO (Monitor)
"ospf, done","state, LINK_FAILURE",LINK_FAILURE,0.3766233766233766,4.796336114216909,0.0150806032241289,INFO (Monitor)
"done, neighbor","state, LINK_FAILURE",LINK_FAILURE,0.3766233766233766,4.796336114216909,0.0150806032241289,INFO (Monitor)
done,"state, area-0, LINK_FAILURE",LINK_FAILURE,0.3766233766233766,4.796336114216909,0.0150806032241289,INFO (Monitor)
"area-0, done","state, LINK_FAILURE",LINK_FAILURE,0.3766233766233766,4.796336114216909,0.0150806032241289,INFO (Monitor)
done,"state, LINK_FAILURE, broadcast",LINK_FAILURE,0.3766233766233766,4.796336114216909,0.0150806032241289,INFO (Monitor)
"broadcast, done","state, LINK_FAILURE",LINK_FAILURE,0.3766233766233766,4.796336114216909,0.0150806032241289,INFO (Monitor)
done,"state, LINK_FAILURE, ospf-1",LINK_FAILURE,0.3766233766233766,4.796336114216909,0.0150806032241289,INFO (Monitor)
"done, ospf-1","state, LINK_FAILURE",LINK_FAILURE,0.3766233766233766,4.796336114216909,0.0150806032241289,INFO (Monitor)
done,"ospf, LINK_FAILURE, state",LINK_FAILURE,0.3766233766233766,4.796336114216909,0.0150806032241289,INFO (Monitor)
done,"state, LINK_FAILURE, router-id",LINK_FAILURE,0.3766233766233766,4.796336114216909,0.0150806032241289,INFO (Monitor)
"router-id, done","state, LINK_FAILURE",LINK_FAILURE,0.3766233766233766,4.796336114216909,0.0150806032241289,INFO (Monitor)
done,"state, LINK_FAILURE, version",LINK_FAILURE,0.3766233766233766,4.796336114216909,0.0150806032241289,INFO (Monitor)
"version, done","state, LINK_FAILURE",LINK_FAILURE,0.3766233766233766,4.796336114216909,0.0150806032241289,INFO (Monitor)
done,"state, LINK_FAILURE, route",LINK_FAILURE,0.3766233766233766,4.796336114216909,0.0150806032241289,INFO (Monitor)
"route, done","state, LINK_FAILURE",LINK_FAILURE,0.3766233766233766,4.796336114216909,0.0150806032241289,INFO (Monitor)
done,"state, LINK_FAILURE, interface",LINK_FAILURE,0.3766233766233766,4.796336114216909,0.0150806032241289,INFO (Monitor)
"interface, done","state, LINK_FAILURE",LINK_FAILURE,0.3766233766233766,4.796336114216909,0.0150806032241289,INFO (Monitor)
done,"state, LINK_FAILURE",LINK_FAILURE,0.3766233766233766,4.796336114216909,0.0150806032241289,INFO (Monitor)
"r1-core, state","LINK_FAILURE, change",LINK_FAILURE,0.3263888888888888,4.791189567430025,0.0244409776391055,INFO (Monitor)
"r1-core, neighbor","state, LINK_FAILURE",LINK_FAILURE,0.3740458015267175,4.7635104393104495,0.0254810192407696,INFO (Monitor)
"state, r2-dist","LINK_FAILURE, change",LINK_FAILURE,0.3235294117647058,4.749214189492591,0.0228809152366094,INFO (Monitor)
"r1-core, change","state, LINK_FAILURE",LINK_FAILURE,0.3700787401574802,4.712989518694268,0.0244409776391055,INFO (Monitor)
"r1-core, state","LINK_FAILURE, neighbor",LINK_FAILURE,0.3402777777777777,4.640809692671395,0.0254810192407696,INFO (Monitor)
"down, ospf-1","area-0, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"down, version","LINK_FAILURE, broadcast",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"down, version","area-0, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"down, router-id","LINK_FAILURE, broadcast",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"down, router-id","area-0, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"ospf, down","LINK_FAILURE, broadcast",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"ospf, down","area-0, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"down, ospf-1","LINK_FAILURE, broadcast",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"area-0, down","LINK_FAILURE, broadcast",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"route, down","LINK_FAILURE, broadcast",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"down, broadcast","area-0, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"state, down","LINK_FAILURE, broadcast",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"down, neighbor","LINK_FAILURE, broadcast",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"down, change","LINK_FAILURE, broadcast",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"state, down","area-0, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"down, neighbor","area-0, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"down, change","area-0, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"route, down","area-0, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"full, ospf-1","LINK_FAILURE, broadcast",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"change, full","area-0, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"ospf, full","LINK_FAILURE, broadcast",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"route, full","LINK_FAILURE, broadcast",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"route, full","area-0, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"version, full","LINK_FAILURE, broadcast",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"version, full","area-0, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"router-id, full","LINK_FAILURE, broadcast",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"full, neighbor","area-0, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"router-id, full","area-0, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"full, ospf-1","area-0, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"area-0, full","LINK_FAILURE, broadcast",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"broadcast, full","area-0, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"state, full","LINK_FAILURE, broadcast",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"full, neighbor","LINK_FAILURE, broadcast",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"change, full","LINK_FAILURE, broadcast",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"state, full","area-0, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"ospf, full","area-0, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.5796618242438685,0.0104004160166406,INFO (Monitor)
"change, r3-access","area-0, BROADCAST_STORM",BROADCAST_STORM,0.2758620689655172,4.573127229488704,0.0124804992199688,INFO (Monitor)
"change, r3-access","BROADCAST_STORM, broadcast",BROADCAST_STORM,0.2758620689655172,4.573127229488704,0.0124804992199688,INFO (Monitor)
"ether2, r2-dist","state, LINK_FAILURE",LINK_FAILURE,0.358974358974359,4.571574121242995,0.0218408736349454,INFO (Monitor)
"ether4, r2-dist","bridge, LINK_FAILURE",LINK_FAILURE,0.75,4.564082278481013,0.0140405616224648,INFO (Monitor)
"ether4, r2-dist","LINK_FAILURE, looped",LINK_FAILURE,0.75,4.564082278481013,0.0140405616224648,INFO (Monitor)
"ether4, r2-dist","packet, LINK_FAILURE",LINK_FAILURE,0.75,4.564082278481013,0.0140405616224648,INFO (Monitor)
"r2-dist, ether4","ethertype, LINK_FAILURE",LINK_FAILURE,0.75,4.564082278481013,0.0140405616224648,INFO (Monitor)
"ether4, r2-dist","mac, LINK_FAILURE",LINK_FAILURE,0.75,4.564082278481013,0.0140405616224648,INFO (Monitor)
"ether4, r2-dist","LINK_FAILURE, warning",LINK_FAILURE,0.75,4.564082278481013,0.0140405616224648,INFO (Monitor)
"r3-access, neighbor","area-0, UPSTREAM_FAILURE",UPSTREAM_FAILURE,0.2527472527472527,4.542364177878197,0.0119604784191367,INFO (Monitor)
"r3-access, neighbor","broadcast, UPSTREAM_FAILURE",UPSTREAM_FAILURE,0.2527472527472527,4.542364177878197,0.0119604784191367,INFO (Monitor)
"down, version","LINK_FAILURE, ospf-1",LINK_FAILURE,0.5263157894736843,4.518327067669174,0.0104004160166406,INFO (Monitor)
"down, change","LINK_FAILURE, ospf-1",LINK_FAILURE,0.5263157894736843,4.518327067669174,0.0104004160166406,INFO (Monitor)
"down, neighbor","LINK_FAILURE, ospf-1",LINK_FAILURE,0.5263157894736843,4.518327067669174,0.0104004160166406,INFO (Monitor)
"state, down","LINK_FAILURE, ospf-1",LINK_FAILURE,0.5263157894736843,4.518327067669174,0.0104004160166406,INFO (Monitor)
"area-0, down","LINK_FAILURE, ospf-1",LINK_FAILURE,0.5263157894736843,4.518327067669174,0.0104004160166406,INFO (Monitor)
"down, broadcast","LINK_FAILURE, ospf-1",LINK_FAILURE,0.5263157894736843,4.518327067669174,0.0104004160166406,INFO (Monitor)
"ospf, down","LINK_FAILURE, ospf-1",LINK_FAILURE,0.5263157894736843,4.518327067669174,0.0104004160166406,INFO (Monitor)
"down, router-id","LINK_FAILURE, ospf-1",LINK_FAILURE,0.5263157894736843,4.518327067669174,0.0104004160166406,INFO (Monitor)
"route, down","LINK_FAILURE, ospf-1",LINK_FAILURE,0.5263157894736843,4.518327067669174,0.0104004160166406,INFO (Monitor)
"change, full","LINK_FAILURE, ospf-1",LINK_FAILURE,0.5263157894736843,4.518327067669174,0.0104004160166406,INFO (Monitor)
"full, neighbor","LINK_FAILURE, ospf-1",LINK_FAILURE,0.5263157894736843,4.518327067669174,0.0104004160166406,INFO (Monitor)
"state, full","LINK_FAILURE, ospf-1",LINK_FAILURE,0.5263157894736843,4.518327067669174,0.0104004160166406,INFO (Monitor)
"area-0, full","LINK_FAILURE, ospf-1",LINK_FAILURE,0.5263157894736843,4.518327067669174,0.0104004160166406,INFO (Monitor)
"broadcast, full","LINK_FAILURE, ospf-1",LINK_FAILURE,0.5263157894736843,4.518327067669174,0.0104004160166406,INFO (Monitor)
"ospf, full","LINK_FAILURE, ospf-1",LINK_FAILURE,0.5263157894736843,4.518327067669174,0.0104004160166406,INFO (Monitor)
"router-id, full","LINK_FAILURE, ospf-1",LINK_FAILURE,0.5263157894736843,4.518327067669174,0.0104004160166406,INFO (Monitor)
"version, full","LINK_FAILURE, ospf-1",LINK_FAILURE,0.5263157894736843,4.518327067669174,0.0104004160166406,INFO (Monitor)
"route, full","LINK_FAILURE, ospf-1",LINK_FAILURE,0.5263157894736843,4.518327067669174,0.0104004160166406,INFO (Monitor)
"r1-core, ether2","state, LINK_FAILURE",LINK_FAILURE,0.3515625,4.477183360927152,0.0234009360374415,INFO (Monitor)
"r1-core, ether2","LINK_FAILURE, change",LINK_FAILURE,0.3046875,4.4726264312977095,0.0202808112324493,INFO (Monitor)
"router-id, ether2","LINK_FAILURE, neighbor",LINK_FAILURE,0.3274021352313167,4.465207844324979,0.047841913676547,INFO (Monitor)
"route, ether2","LINK_FAILURE, neighbor",LINK_FAILURE,0.3274021352313167,4.465207844324979,0.047841913676547,INFO (Monitor)
"version, ether2","LINK_FAILURE, neighbor",LINK_FAILURE,0.3274021352313167,4.465207844324979,0.047841913676547,INFO (Monitor)
"area-0, ether2","LINK_FAILURE, neighbor",LINK_FAILURE,0.3274021352313167,4.465207844324979,0.047841913676547,INFO (Monitor)
"ospf, ether2","LINK_FAILURE, neighbor",LINK_FAILURE,0.3274021352313167,4.465207844324979,0.047841913676547,INFO (Monitor)
"broadcast, ether2","LINK_FAILURE, neighbor",LINK_FAILURE,0.3274021352313167,4.465207844324979,0.047841913676547,INFO (Monitor)
"ether2, ospf-1","LINK_FAILURE, neighbor",LINK_FAILURE,0.3274021352313167,4.465207844324979,0.047841913676547,INFO (Monitor)
"state, down","route, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, ospf-1","LINK_FAILURE, version",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, version","ospf, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"ospf, down","LINK_FAILURE, version",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, version","LINK_FAILURE, router-id",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, router-id","LINK_FAILURE, version",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, change","route, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, neighbor","route, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"area-0, down","route, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, broadcast","route, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, ospf-1","route, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"route, down","ospf, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"ospf, down","route, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, area-0","LINK_FAILURE, version",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, router-id","route, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"route, down","LINK_FAILURE, router-id",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, broadcast","LINK_FAILURE, version",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, neighbor","ospf, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"state, down","LINK_FAILURE, version",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, neighbor","LINK_FAILURE, version",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"route, down","LINK_FAILURE, version",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, change","ospf, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"state, down","ospf, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"area-0, down","ospf, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, broadcast","ospf, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, ospf-1","ospf, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, change","LINK_FAILURE, router-id",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, neighbor","LINK_FAILURE, router-id",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"state, down","LINK_FAILURE, router-id",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, area-0","LINK_FAILURE, router-id",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, broadcast","LINK_FAILURE, router-id",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, ospf-1","LINK_FAILURE, router-id",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, router-id","ospf, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"ospf, down","LINK_FAILURE, router-id",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, change","LINK_FAILURE, version",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"down, version","route, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"area-0, full","LINK_FAILURE, version",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"change, full","ospf, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"broadcast, full","LINK_FAILURE, version",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"version, full","ospf, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"ospf, full","LINK_FAILURE, version",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"version, full","LINK_FAILURE, router-id",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"router-id, full","LINK_FAILURE, version",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"change, full","route, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"full, neighbor","route, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"state, full","route, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"area-0, full","route, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"broadcast, full","route, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"full, ospf-1","route, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"route, full","ospf, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"ospf, full","route, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"router-id, full","route, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"route, full","LINK_FAILURE, router-id",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"version, full","route, LINK_FAILURE",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
"full, ospf-1","LINK_FAILURE, version",LINK_FAILURE,0.5263157894736843,4.4586134940876425,0.0104004160166406,INFO (Monitor)
