fetched_at,source_router,log_id,time,topics,message,Label
2026-04-13 19:15:57,R-Dist-3,*168,2026-04-13 19:15:42,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.16.2%ether3 } neighbor { router-id: 10.255.255.2 state: Full } update external 192.168.100.1 192.168.153.0 seq 0x8000000f age 3600 csum 0x3141 Same with seq 0x8000000f age 3600 csum 0x3141,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*169,2026-04-13 19:15:42,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.14.2%ether2 } send hello,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*16A,2026-04-13 19:15:43,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.14.2%ether2 } send 2 delayed ACKs,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*16B,2026-04-13 19:15:43,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } calc start,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*16C,2026-04-13 19:15:43,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } calc spt,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*16D,2026-04-13 19:15:43,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } process summaries for ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 },UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*16E,2026-04-13 19:15:43,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } process externals,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*16F,2026-04-13 19:15:43,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.16.2%ether3 } neighbor { router-id: 10.255.255.2 state: Full } received 0 LS ACKs ,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*170,2026-04-13 19:15:43,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } install routes,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*171,2026-04-13 19:15:43,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } post process summaries,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*172,2026-04-13 19:15:43,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } calc done,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*173,2026-04-13 19:15:45,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.255.255.3%loopback } send hello,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*174,2026-04-13 19:15:47,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.16.2%ether3 } neighbor { router-id: 10.255.255.2 state: Full } hello,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*175,2026-04-13 19:15:47,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.16.2%ether3 } send hello,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*176,2026-04-13 19:15:50,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.30.1%ether4 } send hello,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*177,2026-04-13 19:15:51,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.14.2%ether2 } neighbor { router-id: 10.255.255.12 state: Full } hello,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*178,2026-04-13 19:15:52,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.14.2%ether2 } send hello,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*179,2026-04-13 19:15:53,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.14.2%ether2 } neighbor { router-id: 10.255.255.12 state: Full } receive LS update,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*17A,2026-04-13 19:15:53,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.14.2%ether2 } neighbor { router-id: 10.255.255.12 state: Full } update external 192.168.100.1 172.16.10.0 Older with seq 0x80000010 age 2 csum 0x743c,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*17B,2026-04-13 19:15:53,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } lsa { external originator: 192.168.100.1 id: 172.16.10.0 seq: 0x80000010 csum: 0x743c } received new,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*17C,2026-04-13 19:15:53,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } calc schedule,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*17D,2026-04-13 19:15:53,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } lsa { external originator: 192.168.100.1 id: 172.16.10.0 seq: 0x80000010 csum: 0x743c } schedule decay age: 3598,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*17E,2026-04-13 19:15:53,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } lsa { external originator: 192.168.100.1 id: 172.16.10.0 seq: 0x80000010 csum: 0x743c } flooding,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*17F,2026-04-13 19:15:53,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.16.2%ether3 } flood LS update,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*180,2026-04-13 19:15:53,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.14.2%ether2 } neighbor { router-id: 10.255.255.12 state: Full } update external 192.168.100.1 192.168.153.0 Older with seq 0x80000010 age 2 csum 0x2f42,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*181,2026-04-13 19:15:53,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } lsa { external originator: 192.168.100.1 id: 192.168.153.0 seq: 0x80000010 csum: 0x2f42 } received new,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*182,2026-04-13 19:15:53,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } lsa { external originator: 192.168.100.1 id: 192.168.153.0 seq: 0x80000010 csum: 0x2f42 } schedule decay age: 3598,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*183,2026-04-13 19:15:53,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } lsa { external originator: 192.168.100.1 id: 192.168.153.0 seq: 0x80000010 csum: 0x2f42 } flooding,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*184,2026-04-13 19:15:53,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.16.2%ether3 } flood LS update,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*185,2026-04-13 19:15:53,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.16.2%ether3 } neighbor { router-id: 10.255.255.2 state: Full } receive LS update,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*186,2026-04-13 19:15:53,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.16.2%ether3 } neighbor { router-id: 10.255.255.2 state: Full } update external 192.168.100.1 172.16.10.0 seq 0x80000010 age 2 csum 0x743c Same with seq 0x80000010 age 3 csum 0x743c,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*187,2026-04-13 19:15:53,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.16.2%ether3 } neighbor { router-id: 10.255.255.2 state: Full } update external 192.168.100.1 192.168.153.0 seq 0x80000010 age 2 csum 0x2f42 Same with seq 0x80000010 age 3 csum 0x2f42,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*188,2026-04-13 19:15:54,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.14.2%ether2 } send 2 delayed ACKs,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*189,2026-04-13 19:15:54,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } calc start,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*18A,2026-04-13 19:15:54,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } calc spt,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*18B,2026-04-13 19:15:54,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } process summaries for ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 },UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*18C,2026-04-13 19:15:54,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } process externals,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*18D,2026-04-13 19:15:54,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } install routes,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*18E,2026-04-13 19:15:54,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } post process summaries,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*18F,2026-04-13 19:15:54,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } calc done,UPSTREAM_FAILURE
2026-04-13 19:15:57,R-Dist-3,*190,2026-04-13 19:15:54,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.16.2%ether3 } neighbor { router-id: 10.255.255.2 state: Full } received 0 LS ACKs ,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*252,2026-04-13 19:15:41,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.10.1%ether2 } neighbor { router-id: 10.255.255.12 state: Full } hello,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*253,2026-04-13 19:15:41,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.2%ether1 } neighbor { router-id: 10.255.255.12 state: Full } hello,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*254,2026-04-13 19:15:41,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.2%ether1 } send hello,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*255,2026-04-13 19:15:41,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.10.1%ether2 } send hello,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*256,2026-04-13 19:15:41,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.11.1%ether3 } neighbor { router-id: 10.255.255.1 state: Full } hello,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*257,2026-04-13 19:15:42,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.2%ether1 } neighbor { router-id: 192.168.100.1 state: Full } hello,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*258,2026-04-13 19:15:43,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.2%ether1 } neighbor { router-id: 192.168.100.1 state: Full } receive LS update,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*259,2026-04-13 19:15:43,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.2%ether1 } neighbor { router-id: 192.168.100.1 state: Full } update external 192.168.100.1 172.16.10.0 seq 0x8000000f age 6 csum 0x763b Older with seq 0x8000000f age 3600 csum 0x763b,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*25A,2026-04-13 19:15:43,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } lsa { external originator: 192.168.100.1 id: 172.16.10.0 seq: 0x8000000f csum: 0x763b } received flush,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*25B,2026-04-13 19:15:43,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } calc schedule,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*25C,2026-04-13 19:15:43,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } lsa { external originator: 192.168.100.1 id: 172.16.10.0 seq: 0x8000000f csum: 0x763b flushing } flooding,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*25D,2026-04-13 19:15:43,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.10.1%ether2 } flood LS update,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*25E,2026-04-13 19:15:43,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.11.1%ether3 } flood LS update,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*25F,2026-04-13 19:15:43,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.12.1%ether4 } flood LS update,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*260,2026-04-13 19:15:43,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.2%ether1 } neighbor { router-id: 192.168.100.1 state: Full } update external 192.168.100.1 192.168.153.0 seq 0x8000000f age 6 csum 0x3141 Older with seq 0x8000000f age 3600 csum 0x3141,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*261,2026-04-13 19:15:43,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } lsa { external originator: 192.168.100.1 id: 192.168.153.0 seq: 0x8000000f csum: 0x3141 } received flush,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*262,2026-04-13 19:15:43,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } lsa { external originator: 192.168.100.1 id: 192.168.153.0 seq: 0x8000000f csum: 0x3141 flushing } flooding,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*263,2026-04-13 19:15:43,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.10.1%ether2 } flood LS update,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*264,2026-04-13 19:15:43,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.11.1%ether3 } flood LS update,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*265,2026-04-13 19:15:43,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.12.1%ether4 } flood LS update,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*266,2026-04-13 19:15:43,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.2%ether1 } neighbor { router-id: 10.255.255.12 state: Full } receive LS update,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*267,2026-04-13 19:15:43,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.2%ether1 } neighbor { router-id: 10.255.255.12 state: Full } update external 192.168.100.1 172.16.10.0 seq 0x8000000f age 3600 csum 0x763b Same with seq 0x8000000f age 3600 csum 0x763b,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*268,2026-04-13 19:15:43,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.2%ether1 } neighbor { router-id: 10.255.255.12 state: Full } update external 192.168.100.1 192.168.153.0 seq 0x8000000f age 3600 csum 0x3141 Same with seq 0x8000000f age 3600 csum 0x3141,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*269,2026-04-13 19:15:43,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.10.1%ether2 } neighbor { router-id: 10.255.255.12 state: Full } receive LS update,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*26A,2026-04-13 19:15:43,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.10.1%ether2 } neighbor { router-id: 10.255.255.12 state: Full } update external 192.168.100.1 172.16.10.0 seq 0x8000000f age 3600 csum 0x763b Same with seq 0x8000000f age 3600 csum 0x763b,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*26B,2026-04-13 19:15:43,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.10.1%ether2 } neighbor { router-id: 10.255.255.12 state: Full } update external 192.168.100.1 192.168.153.0 seq 0x8000000f age 3600 csum 0x3141 Same with seq 0x8000000f age 3600 csum 0x3141,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*26C,2026-04-13 19:15:43,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.12.1%ether4 } neighbor { router-id: 10.255.255.2 state: Full } receive LS update,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*26D,2026-04-13 19:15:43,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.12.1%ether4 } neighbor { router-id: 10.255.255.2 state: Full } update external 192.168.100.1 172.16.10.0 seq 0x8000000f age 3600 csum 0x763b Same with seq 0x8000000f age 3600 csum 0x763b,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*26E,2026-04-13 19:15:43,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.12.1%ether4 } neighbor { router-id: 10.255.255.2 state: Full } update external 192.168.100.1 192.168.153.0 seq 0x8000000f age 3600 csum 0x3141 Same with seq 0x8000000f age 3600 csum 0x3141,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*26F,2026-04-13 19:15:43,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.11.1%ether3 } neighbor { router-id: 10.255.255.1 state: Full } receive LS update,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*270,2026-04-13 19:15:43,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.11.1%ether3 } neighbor { router-id: 10.255.255.1 state: Full } update external 192.168.100.1 172.16.10.0 seq 0x8000000f age 3600 csum 0x763b Same with seq 0x8000000f age 3600 csum 0x763b,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*271,2026-04-13 19:15:43,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.11.1%ether3 } neighbor { router-id: 10.255.255.1 state: Full } update external 192.168.100.1 192.168.153.0 seq 0x8000000f age 3600 csum 0x3141 Same with seq 0x8000000f age 3600 csum 0x3141,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*272,2026-04-13 19:15:44,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } calc start,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*273,2026-04-13 19:15:44,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } calc spt,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*274,2026-04-13 19:15:44,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } process summaries for ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 },UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*275,2026-04-13 19:15:44,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } process externals,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*276,2026-04-13 19:15:44,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } install routes,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*277,2026-04-13 19:15:44,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } post process summaries,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*278,2026-04-13 19:15:44,"route,ospf,debug",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } calc done,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*279,2026-04-13 19:15:44,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.11.1%ether3 } neighbor { router-id: 10.255.255.1 state: Full } received 0 LS ACKs ,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*27A,2026-04-13 19:15:44,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.2%ether1 } send 2 delayed ACKs,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*27B,2026-04-13 19:15:44,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.10.1%ether2 } send 2 delayed ACKs,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*27C,2026-04-13 19:15:44,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.12.1%ether4 } neighbor { router-id: 10.255.255.2 state: Full } received 0 LS ACKs ,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*27D,2026-04-13 19:15:44,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.11.1%ether3 } send hello,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*27E,2026-04-13 19:15:47,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.255.255.11%loopback } send hello,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*27F,2026-04-13 19:15:48,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.12.1%ether4 } neighbor { router-id: 10.255.255.2 state: Full } hello,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*280,2026-04-13 19:15:48,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.12.1%ether4 } send hello,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*281,2026-04-13 19:15:48,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.2%ether1 } neighbor { router-id: 192.168.100.1 state: Full } receive LS update,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*282,2026-04-13 19:15:48,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.2%ether1 } neighbor { router-id: 192.168.100.1 state: Full } send direct ACKs,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*283,2026-04-13 19:15:51,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.10.1%ether2 } neighbor { router-id: 10.255.255.12 state: Full } hello,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*284,2026-04-13 19:15:51,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.2%ether1 } neighbor { router-id: 10.255.255.12 state: Full } hello,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*285,2026-04-13 19:15:51,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.2%ether1 } send hello,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*286,2026-04-13 19:15:51,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.10.1%ether2 } send hello,UPSTREAM_FAILURE
2026-04-13 19:15:58,R-Core-1,*287,2026-04-13 19:15:51,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.11.1%ether3 } neighbor { router-id: 10.255.255.1 state: Full } hello,UPSTREAM_FAILURE
